ID,LON,LAT,NAME,CLASS,STATE,ANNUAL,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
7801,-44.4635,-22.0005,Carvalhos,Sede Municipal,MINAS GERAIS,4115.00,3535.00,4537.00,3728.00,4334.00,4167.00,4426.00,4574.00,5558.00,4307.00,3743.00,2981.00,3488.00
7802,-44.3211,-22.028,Liberdade,Sede Municipal,MINAS GERAIS,4033.00,3487.00,4570.00,3645.00,4294.00,4023.00,4438.00,4416.00,5479.00,4175.00,3577.00,2891.00,3409.00
7808,-43.7031,-21.9597,Santa Bárbara do Monte Verde,Sede Municipal,MINAS GERAIS,3768.00,3545.00,4690.00,3483.00,3843.00,3760.00,4212.00,4131.00,4984.00,3803.00,3148.00,2295.00,3329.00
7812,-43.3092,-21.9644,Simão Pereira,Sede Municipal,MINAS GERAIS,3915.00,3985.00,4944.00,3800.00,3993.00,3694.00,3987.00,4078.00,4690.00,3867.00,3430.00,2704.00,3808.00
7814,-43.1587,-21.9517,Santana do Deserto,Sede Municipal,MINAS GERAIS,3989.00,4243.00,5083.00,3946.00,4159.00,3654.00,4027.00,4114.00,4730.00,3903.00,3451.00,2729.00,3823.00
7815,-43.062,-22.0001,Chiador,Sede Municipal,MINAS GERAIS,4044.00,4337.00,5124.00,4068.00,4192.00,3722.00,3971.00,4138.00,4754.00,3906.00,3504.00,2888.00,3929.00
7953,-46.3847,-21.9188,Caldas,Sede Municipal,MINAS GERAIS,4240.00,3276.00,4185.00,3462.00,4513.00,4493.00,4689.00,5036.00,5980.00,4576.00,4051.00,3184.00,3439.00
7957,-45.9301,-21.9285,São João da Mata,Sede Municipal,MINAS GERAIS,4229.00,3288.00,4268.00,3427.00,4428.00,4463.00,4592.00,4900.00,5993.00,4530.00,4131.00,3163.00,3563.00
7959,-45.7863,-21.8738,Turvolândia,Sede Municipal,MINAS GERAIS,4416.00,3574.00,4528.00,3807.00,4651.00,4609.00,4792.00,4989.00,5946.00,4631.00,4317.00,3397.00,3754.00
7961,-45.5897,-21.8937,São Gonçalo do Sapucaí,Sede Municipal,MINAS GERAIS,4345.00,3442.00,4439.00,3674.00,4678.00,4542.00,4696.00,4906.00,5841.00,4610.00,4323.00,3331.00,3661.00
7964,-45.29,-21.8545,Cambuquira,Sede Municipal,MINAS GERAIS,4385.00,3547.00,4489.00,3744.00,4697.00,4564.00,4678.00,4959.00,5902.00,4656.00,4311.00,3397.00,3673.00
7966,-45.0874,-21.8783,Conceição do Rio Verde,Sede Municipal,MINAS GERAIS,4418.00,3643.00,4590.00,3908.00,4759.00,4482.00,4660.00,4872.00,5776.00,4669.00,4350.00,3472.00,3835.00
7971,-44.5129,-21.8862,Serranos,Sede Municipal,MINAS GERAIS,4164.00,3620.00,4478.00,3789.00,4403.00,4158.00,4411.00,4623.00,5598.00,4344.00,3919.00,3077.00,3547.00
7971,-44.5183,-21.9138,Seritinga,Sede Municipal,MINAS GERAIS,4164.00,3620.00,4478.00,3789.00,4403.00,4158.00,4411.00,4623.00,5598.00,4344.00,3919.00,3077.00,3547.00
7974,-44.2559,-21.9107,Arantina,Sede Municipal,MINAS GERAIS,4014.00,3543.00,4573.00,3658.00,4092.00,4013.00,4397.00,4407.00,5481.00,4174.00,3586.00,2862.00,3380.00
7975,-44.1889,-21.9484,Bom Jardim de Minas,Sede Municipal,MINAS GERAIS,3947.00,3501.00,4463.00,3567.00,4012.00,3992.00,4320.00,4387.00,5428.00,4144.00,3519.00,2712.00,3316.00
7977,-43.9359,-21.8603,Olaria,Sede Municipal,MINAS GERAIS,3816.00,3466.00,4513.00,3443.00,3874.00,3839.00,4237.00,4205.00,5189.00,4033.00,3269.00,2421.00,3299.00
7982,-43.4088,-21.9445,Belmiro Braga,Sede Municipal,MINAS GERAIS,3788.00,3767.00,4785.00,3627.00,3802.00,3626.00,4010.00,4030.00,4743.00,3785.00,3283.00,2501.00,3504.00
7983,-43.3138,-21.8694,Matias Barbosa,Sede Municipal,MINAS GERAIS,3850.00,3923.00,4894.00,3674.00,3856.00,3594.00,4012.00,4104.00,4744.00,3850.00,3393.00,2563.00,3591.00
7986,-43.0066,-21.8712,Mar de Espanha,Sede Municipal,MINAS GERAIS,3924.00,4194.00,4967.00,3893.00,3959.00,3650.00,3906.00,4089.00,4661.00,3908.00,3466.00,2629.00,3765.00
7989,-42.718,-21.8802,Além Paraíba,Sede Municipal,MINAS GERAIS,4141.00,4408.00,5270.00,4251.00,4435.00,3878.00,4053.00,4189.00,4796.00,3993.00,3518.00,2823.00,4075.00
8122,-46.5687,-21.7848,Poços de Caldas,Sede Municipal,MINAS GERAIS,4300.00,3301.00,4163.00,3457.00,4533.00,4550.00,4766.00,5104.00,6082.00,4649.00,4122.00,3306.00,3559.00
8128,-45.9661,-21.7805,Poço Fundo,Sede Municipal,MINAS GERAIS,4328.00,3426.00,4407.00,3590.00,4568.00,4576.00,4724.00,4968.00,6031.00,4634.00,4151.00,3256.00,3611.00
8129,-45.8425,-21.774,Carvalhópolis,Sede Municipal,MINAS GERAIS,4401.00,3535.00,4540.00,3673.00,4669.00,4628.00,4778.00,5029.00,5972.00,4659.00,4269.00,3386.00,3673.00
8130,-45.7003,-21.7896,Cordislândia,Sede Municipal,MINAS GERAIS,4438.00,3596.00,4558.00,3786.00,4705.00,4651.00,4756.00,5039.00,5992.00,4692.00,4299.00,3430.00,3751.00
8132,-45.5394,-21.7584,Monsenhor Paulo,Sede Municipal,MINAS GERAIS,4387.00,3521.00,4508.00,3728.00,4720.00,4570.00,4729.00,4934.00,5824.00,4664.00,4293.00,3394.00,3755.00
8133,-45.4008,-21.8365,Campanha,Sede Municipal,MINAS GERAIS,4421.00,3566.00,4574.00,3820.00,4737.00,4595.00,4710.00,4945.00,5856.00,4704.00,4327.00,3427.00,3788.00
8139,-44.8071,-21.8405,Cruzília,Sede Municipal,MINAS GERAIS,4289.00,3562.00,4455.00,3800.00,4543.00,4350.00,4491.00,4904.00,5835.00,4666.00,4152.00,3178.00,3532.00
8150,-43.7938,-21.8391,Lima Duarte,Sede Municipal,MINAS GERAIS,3748.00,3569.00,4566.00,3500.00,3713.00,3691.00,3967.00,4080.00,4988.00,3881.00,3227.00,2384.00,3403.00
8154,-43.3401,-21.76,Juiz de Fora,Sede Municipal,MINAS GERAIS,3753.00,3801.00,4779.00,3519.00,3658.00,3543.00,3926.00,4034.00,4704.00,3840.00,3292.00,2437.00,3497.00
8156,-43.1149,-21.8346,Pequeri,Sede Municipal,MINAS GERAIS,3836.00,4093.00,4890.00,3749.00,3806.00,3577.00,3900.00,4081.00,4675.00,3882.00,3370.00,2473.00,3535.00
8158,-42.9427,-21.799,Senador Cortes,Sede Municipal,MINAS GERAIS,3905.00,4150.00,4924.00,3841.00,3908.00,3670.00,3856.00,4086.00,4677.00,3944.00,3469.00,2543.00,3786.00
8159,-42.8118,-21.7611,Santo Antônio do Aventureiro,Sede Municipal,MINAS GERAIS,3802.00,3958.00,4805.00,3683.00,3920.00,3594.00,3779.00,4000.00,4540.00,3865.00,3349.00,2419.00,3718.00
8162,-42.5379,-21.7676,Volta Grande,Sede Municipal,MINAS GERAIS,4176.00,4549.00,5276.00,4271.00,4364.00,3956.00,4114.00,4165.00,4763.00,4035.00,3558.00,2895.00,4164.00
8295,-46.3837,-21.7313,Bandeira do Sul,Sede Municipal,MINAS GERAIS,4404.00,3485.00,4291.00,3698.00,4596.00,4605.00,4933.00,5150.00,6080.00,4752.00,4277.00,3350.00,3635.00
8296,-46.2385,-21.7083,Campestre,Sede Municipal,MINAS GERAIS,4379.00,3461.00,4368.00,3663.00,4568.00,4598.00,4730.00,5094.00,6115.00,4772.00,4255.00,3317.00,3613.00
8299,-45.9222,-21.6782,Machado,Sede Municipal,MINAS GERAIS,4360.00,3477.00,4459.00,3562.00,4614.00,4613.00,4802.00,5045.00,6075.00,4691.00,4175.00,3269.00,3543.00
8306,-45.2515,-21.6926,Três Corações,Sede Municipal,MINAS GERAIS,4378.00,3666.00,4500.00,3715.00,4724.00,4482.00,4626.00,4912.00,5844.00,4706.00,4323.00,3334.00,3707.00
8309,-44.9852,-21.7263,São Thomé das Letras,Sede Municipal,MINAS GERAIS,4296.00,3616.00,4357.00,3753.00,4549.00,4398.00,4500.00,4891.00,5738.00,4670.00,4265.00,3272.00,3537.00
8312,-44.6055,-21.6802,Minduri,Sede Municipal,MINAS GERAIS,4247.00,3729.00,4548.00,3703.00,4474.00,4223.00,4520.00,4765.00,5750.00,4551.00,4000.00,3129.00,3567.00
8314,-44.4434,-21.7047,São Vicente de Minas,Sede Municipal,MINAS GERAIS,4119.00,3525.00,4608.00,3668.00,4258.00,4011.00,4435.00,4572.00,5603.00,4373.00,3841.00,3034.00,3495.00
8315,-44.3121,-21.7416,Andrelândia,Sede Municipal,MINAS GERAIS,4124.00,3569.00,4708.00,3776.00,4103.00,3989.00,4370.00,4531.00,5562.00,4428.00,3825.00,3040.00,3585.00
8321,-43.7433,-21.7081,Pedro Teixeira,Sede Municipal,MINAS GERAIS,3778.00,3611.00,4581.00,3480.00,3678.00,3730.00,4082.00,4112.00,5054.00,3923.00,3279.00,2369.00,3436.00
8326,-43.2154,-21.6737,Chácara,Sede Municipal,MINAS GERAIS,3800.00,3873.00,4816.00,3581.00,3721.00,3613.00,3936.00,4076.00,4706.00,3911.00,3381.00,2444.00,3546.00
8328,-43.0563,-21.7236,Bicas,Sede Municipal,MINAS GERAIS,3969.00,4173.00,5093.00,3980.00,3930.00,3730.00,3911.00,4111.00,4785.00,4005.00,3507.00,2588.00,3819.00
8328,-43.0338,-21.7308,Guarará,Sede Municipal,MINAS GERAIS,3969.00,4173.00,5093.00,3980.00,3930.00,3730.00,3911.00,4111.00,4785.00,4005.00,3507.00,2588.00,3819.00
8329,-42.955,-21.6984,Maripá de Minas,Sede Municipal,MINAS GERAIS,3955.00,4199.00,5029.00,3896.00,3933.00,3756.00,3919.00,4072.00,4759.00,3991.00,3484.00,2545.00,3876.00
8334,-42.4578,-21.7417,Estrela Dalva,Sede Municipal,MINAS GERAIS,4178.00,4588.00,5245.00,4256.00,4318.00,3911.00,4124.00,4134.00,4737.00,4073.00,3648.00,2936.00,4160.00
8335,-42.3438,-21.6559,Pirapetinga,Sede Municipal,MINAS GERAIS,4270.00,4777.00,5337.00,4349.00,4319.00,4023.00,4188.00,4220.00,4796.00,4214.00,3738.00,2971.00,4311.00
8465,-46.3914,-21.6416,Botelhos,Sede Municipal,MINAS GERAIS,4472.00,3586.00,4471.00,3728.00,4675.00,4722.00,4934.00,5232.00,6153.00,4801.00,4348.00,3403.00,3608.00
8473,-45.5695,-21.6093,Elói Mendes,Sede Municipal,MINAS GERAIS,4541.00,3805.00,4757.00,3916.00,4796.00,4687.00,4787.00,5181.00,5978.00,4867.00,4365.00,3508.00,3845.00
8474,-45.4368,-21.5561,Varginha,Sede Municipal,MINAS GERAIS,4444.00,3719.00,4539.00,3788.00,4778.00,4572.00,4678.00,5094.00,5947.00,4759.00,4310.00,3337.00,3807.00
8478,-45.0703,-21.5844,São Bento Abade,Sede Municipal,MINAS GERAIS,4330.00,3688.00,4435.00,3567.00,4538.00,4403.00,4701.00,5014.00,5801.00,4674.00,4223.00,3314.00,3601.00
8487,-44.1054,-21.5988,Santana do Garambéu,Sede Municipal,MINAS GERAIS,4148.00,3802.00,4749.00,3704.00,4169.00,4019.00,4425.00,4580.00,5596.00,4432.00,3753.00,2926.00,3620.00
8489,-43.9167,-21.5663,Santa Rita de Ibitipoca,Sede Municipal,MINAS GERAIS,3987.00,3431.00,4553.00,3577.00,3959.00,4032.00,4353.00,4471.00,5456.00,4277.00,3650.00,2608.00,3475.00
8491,-43.7577,-21.6024,Bias Fortes,Sede Municipal,MINAS GERAIS,3772.00,3450.00,4561.00,3430.00,3694.00,3834.00,4145.00,4200.00,5022.00,3983.00,3290.00,2240.00,3416.00
8496,-43.2564,-21.5902,Coronel Pacheco,Sede Municipal,MINAS GERAIS,3936.00,4014.00,4970.00,3901.00,3941.00,3690.00,4015.00,4184.00,4865.00,4003.00,3447.00,2572.00,3636.00
8498,-43.0169,-21.6289,Rochedo de Minas,Sede Municipal,MINAS GERAIS,4031.00,4212.00,5101.00,4023.00,4080.00,3767.00,3989.00,4121.00,4792.00,4099.00,3568.00,2689.00,3925.00
8500,-42.8295,-21.6088,Argirita,Sede Municipal,MINAS GERAIS,4095.00,4224.00,5096.00,4193.00,4111.00,3845.00,4093.00,4217.00,4874.00,4104.00,3620.00,2735.00,4031.00
8635,-46.3922,-21.4704,Cabo Verde,Sede Municipal,MINAS GERAIS,4416.00,3632.00,4442.00,3606.00,4675.00,4615.00,4801.00,5174.00,6243.00,4760.00,4257.00,3306.00,3483.00
8637,-46.1908,-21.5096,Divisa Nova,Sede Municipal,MINAS GERAIS,4537.00,3944.00,4692.00,3864.00,4753.00,4712.00,4765.00,5128.00,6143.00,4830.00,4370.00,3476.00,3767.00
8638,-46.0421,-21.5446,Serrania,Sede Municipal,MINAS GERAIS,4578.00,4120.00,4802.00,3943.00,4822.00,4720.00,4671.00,5121.00,6045.00,4850.00,4452.00,3551.00,3839.00
8641,-45.7378,-21.547,Paraguaçu,Sede Municipal,MINAS GERAIS,4602.00,4006.00,4821.00,3946.00,4911.00,4768.00,4785.00,5100.00,5994.00,4855.00,4423.00,3641.00,3976.00
8646,-45.2204,-21.4638,Carmo da Cachoeira,Sede Municipal,MINAS GERAIS,4374.00,3679.00,4428.00,3617.00,4509.00,4421.00,4757.00,5168.00,6038.00,4748.00,4230.00,3236.00,3658.00
8649,-44.9038,-21.515,Luminárias,Sede Municipal,MINAS GERAIS,4435.00,3860.00,4644.00,3808.00,4593.00,4428.00,4706.00,5090.00,5976.00,4748.00,4277.00,3364.00,3719.00
8652,-44.6449,-21.4902,Carrancas,Sede Municipal,MINAS GERAIS,4347.00,3830.00,4656.00,3795.00,4409.00,4336.00,4555.00,4904.00,5918.00,4696.00,4179.00,3226.00,3663.00
8655,-44.3291,-21.4835,Madre de Deus de Minas,Sede Municipal,MINAS GERAIS,4221.00,3806.00,4759.00,3838.00,4248.00,4093.00,4383.00,4605.00,5676.00,4535.00,3934.00,3013.00,3768.00
8657,-44.1942,-21.4695,Piedade do Rio Grande,Sede Municipal,MINAS GERAIS,4144.00,3798.00,4589.00,3669.00,4161.00,4137.00,4433.00,4542.00,5663.00,4436.00,3787.00,2864.00,3650.00
8663,-43.5072,-21.5503,Ewbank da Câmara,Sede Municipal,MINAS GERAIS,3752.00,3478.00,4649.00,3378.00,3629.00,3631.00,4089.00,4171.00,4954.00,3989.00,3318.00,2301.00,3434.00
8663,-43.5502,-21.4639,Santos Dumont,Sede Municipal,MINAS GERAIS,3752.00,3478.00,4649.00,3378.00,3629.00,3631.00,4089.00,4171.00,4954.00,3989.00,3318.00,2301.00,3434.00
8665,-43.3134,-21.5101,Piau,Sede Municipal,MINAS GERAIS,3831.00,3695.00,4803.00,3689.00,3781.00,3680.00,4034.00,4112.00,4860.00,3983.00,3324.00,2427.00,3590.00
8667,-43.1172,-21.4654,Rio Novo,Sede Municipal,MINAS GERAIS,4044.00,4220.00,5006.00,3871.00,3998.00,3826.00,4165.00,4285.00,4960.00,4103.00,3548.00,2710.00,3829.00
8667,-43.196,-21.5365,Goianá,Sede Municipal,MINAS GERAIS,4044.00,4220.00,5006.00,3871.00,3998.00,3826.00,4165.00,4285.00,4960.00,4103.00,3548.00,2710.00,3829.00
8668,-43.0072,-21.5386,São João Nepomuceno,Sede Municipal,MINAS GERAIS,4114.00,4429.00,5108.00,3989.00,4123.00,3830.00,4132.00,4274.00,4939.00,4156.00,3621.00,2803.00,3962.00
8669,-42.9621,-21.4605,Descoberto,Sede Municipal,MINAS GERAIS,4147.00,4501.00,5120.00,4046.00,4196.00,3856.00,4162.00,4286.00,4943.00,4179.00,3650.00,2811.00,4008.00
8672,-42.6425,-21.5301,Leopoldina,Sede Municipal,MINAS GERAIS,4344.00,4652.00,5460.00,4453.00,4326.00,4060.00,4302.00,4360.00,5027.00,4244.00,3807.00,3038.00,4401.00
8674,-42.468,-21.5294,Recreio,Sede Municipal,MINAS GERAIS,4390.00,4796.00,5543.00,4480.00,4356.00,4059.00,4266.00,4335.00,5014.00,4341.00,3860.00,3119.00,4505.00
8799,-46.9405,-21.3595,Arceburgo,Sede Municipal,MINAS GERAIS,4814.00,4069.00,4758.00,4193.00,5275.00,4984.00,5115.00,5332.00,6198.00,4721.00,4591.00,4301.00,4239.00
8803,-46.5217,-21.3696,Muzambinho,Sede Municipal,MINAS GERAIS,4446.00,3621.00,4359.00,3626.00,4724.00,4658.00,4858.00,5271.00,6195.00,4741.00,4272.00,3452.00,3577.00
8807,-46.1425,-21.3577,Areado,Sede Municipal,MINAS GERAIS,4504.00,3895.00,4645.00,3820.00,4754.00,4615.00,4724.00,5132.00,6169.00,4809.00,4376.00,3403.00,3710.00
8809,-45.9481,-21.4261,Alfenas,Sede Municipal,MINAS GERAIS,4559.00,4142.00,4838.00,3953.00,4790.00,4616.00,4543.00,5054.00,5921.00,4834.00,4483.00,3612.00,3922.00
8810,-45.829,-21.4094,Fama,Sede Municipal,MINAS GERAIS,4580.00,4030.00,4849.00,3987.00,4837.00,4688.00,4664.00,5130.00,5907.00,4810.00,4452.00,3609.00,4000.00
8813,-45.5113,-21.3699,Três Pontas,Sede Municipal,MINAS GERAIS,4485.00,3871.00,4620.00,3680.00,4634.00,4677.00,4829.00,5232.00,6097.00,4852.00,4345.00,3326.00,3653.00
8819,-44.9155,-21.4029,Ingaí,Sede Municipal,MINAS GERAIS,4458.00,3957.00,4637.00,3756.00,4692.00,4450.00,4764.00,5088.00,6024.00,4773.00,4295.00,3334.00,3723.00
8829,-43.9643,-21.4335,Ibertioga,Sede Municipal,MINAS GERAIS,4069.00,3693.00,4694.00,3540.00,4017.00,4046.00,4361.00,4524.00,5543.00,4384.00,3670.00,2724.00,3632.00
8836,-43.2384,-21.3637,Tabuleiro,Sede Municipal,MINAS GERAIS,3946.00,3858.00,4894.00,3743.00,3812.00,3782.00,4154.00,4188.00,4939.00,4064.00,3502.00,2550.00,3867.00
8838,-43.0331,-21.3568,Guarani,Sede Municipal,MINAS GERAIS,4138.00,4338.00,5112.00,3978.00,4101.00,3908.00,4217.00,4307.00,4983.00,4204.00,3672.00,2831.00,4009.00
8840,-42.8133,-21.4184,Itamarati de Minas,Sede Municipal,MINAS GERAIS,4143.00,4403.00,5182.00,4132.00,4053.00,3865.00,4179.00,4277.00,4930.00,4158.00,3709.00,2800.00,4024.00
8842,-42.69,-21.3929,Cataguases,Sede Municipal,MINAS GERAIS,4306.00,4652.00,5293.00,4268.00,4277.00,4017.00,4295.00,4358.00,5070.00,4291.00,3776.00,3032.00,4343.00
8844,-42.4735,-21.372,Laranjal,Sede Municipal,MINAS GERAIS,4335.00,4747.00,5441.00,4322.00,4334.00,4038.00,4213.00,4319.00,5006.00,4334.00,3838.00,3019.00,4409.00
8845,-42.3126,-21.3753,Palma,Sede Municipal,MINAS GERAIS,4302.00,4771.00,5378.00,4221.00,4251.00,4010.00,4183.00,4248.00,4997.00,4319.00,3855.00,2977.00,4410.00
8972,-46.7084,-21.3055,Guaxupé,Sede Municipal,MINAS GERAIS,4628.00,3787.00,4471.00,3795.00,5037.00,4881.00,5141.00,5383.00,6327.00,4821.00,4391.00,3741.00,3759.00
8972,-46.7967,-21.3014,Guaranésia,Sede Municipal,MINAS GERAIS,4628.00,3787.00,4471.00,3795.00,5037.00,4881.00,5141.00,5383.00,6327.00,4821.00,4391.00,3741.00,3759.00
8976,-46.3639,-21.3276,Monte Belo,Sede Municipal,MINAS GERAIS,4408.00,3676.00,4448.00,3581.00,4630.00,4553.00,4727.00,5155.00,6299.00,4786.00,4285.00,3290.00,3473.00
8991,-44.8727,-21.3175,Itumirim,Sede Municipal,MINAS GERAIS,4532.00,4178.00,4817.00,4007.00,4717.00,4436.00,4663.00,5022.00,6076.00,4816.00,4316.00,3395.00,3935.00
8993,-44.6571,-21.3005,Itutinga,Sede Municipal,MINAS GERAIS,4413.00,4070.00,4673.00,3967.00,4594.00,4396.00,4560.00,4797.00,5905.00,4766.00,4212.00,3226.00,3792.00
9002,-43.7455,-21.3215,Antônio Carlos,Sede Municipal,MINAS GERAIS,3922.00,3539.00,4526.00,3443.00,3793.00,3811.00,4219.00,4414.00,5394.00,4274.00,3603.00,2509.00,3538.00
9005,-43.4091,-21.2918,Paiva,Sede Municipal,MINAS GERAIS,3846.00,3637.00,4648.00,3599.00,3766.00,3723.00,4140.00,4221.00,5059.00,4068.00,3387.00,2364.00,3532.00
9005,-43.4503,-21.3405,Oliveira Fortes,Sede Municipal,MINAS GERAIS,3846.00,3637.00,4648.00,3599.00,3766.00,3723.00,4140.00,4221.00,5059.00,4068.00,3387.00,2364.00,3532.00
9006,-43.374,-21.3451,Aracitaba,Sede Municipal,MINAS GERAIS,3934.00,3799.00,4761.00,3708.00,3904.00,3783.00,4189.00,4216.00,5002.00,4082.00,3522.00,2539.00,3702.00
9008,-43.17,-21.2716,Rio Pomba,Sede Municipal,MINAS GERAIS,4047.00,4156.00,4900.00,3837.00,4005.00,3868.00,4169.00,4265.00,4976.00,4200.00,3648.00,2722.00,3824.00
9009,-43.0176,-21.283,Piraúba,Sede Municipal,MINAS GERAIS,4165.00,4274.00,5078.00,3976.00,4135.00,3927.00,4249.00,4394.00,5063.00,4284.00,3772.00,2838.00,3981.00
9011,-42.8074,-21.3195,Dona Eusébia,Sede Municipal,MINAS GERAIS,4305.00,4508.00,5308.00,4255.00,4262.00,4010.00,4320.00,4411.00,5072.00,4377.00,3935.00,3023.00,4180.00
9011,-42.8576,-21.3189,Astolfo Dutra,Sede Municipal,MINAS GERAIS,4305.00,4508.00,5308.00,4255.00,4262.00,4010.00,4320.00,4411.00,5072.00,4377.00,3935.00,3023.00,4180.00
9014,-42.5527,-21.2898,Santana de Cataguases,Sede Municipal,MINAS GERAIS,4218.00,4560.00,5223.00,4024.00,4140.00,3966.00,4219.00,4329.00,5042.00,4300.00,3762.00,2900.00,4147.00
9140,-46.9757,-21.1878,Monte Santo de Minas,Sede Municipal,MINAS GERAIS,4611.00,3628.00,4497.00,3759.00,4914.00,4888.00,5115.00,5405.00,6344.00,4764.00,4353.00,3823.00,3843.00
9144,-46.5739,-21.2498,Juruaia,Sede Municipal,MINAS GERAIS,4396.00,3650.00,4321.00,3468.00,4614.00,4620.00,4831.00,5270.00,6382.00,4736.00,4195.00,3255.00,3410.00
9148,-46.1391,-21.2492,Alterosa,Sede Municipal,MINAS GERAIS,4487.00,3839.00,4696.00,3660.00,4660.00,4594.00,4823.00,5216.00,6277.00,4862.00,4356.00,3310.00,3552.00
9152,-45.7573,-21.2375,Campos Gerais,Sede Municipal,MINAS GERAIS,4592.00,3995.00,4752.00,3821.00,4754.00,4753.00,4908.00,5333.00,6144.00,4901.00,4437.00,3482.00,3821.00
9154,-45.5009,-21.2454,Santana da Vargem,Sede Municipal,MINAS GERAIS,4594.00,3991.00,4829.00,3827.00,4865.00,4679.00,4894.00,5293.00,6232.00,4937.00,4439.00,3402.00,3743.00
9155,-45.437,-21.1862,Coqueiral,Sede Municipal,MINAS GERAIS,4630.00,4017.00,4835.00,3839.00,4934.00,4792.00,4905.00,5303.00,6198.00,4960.00,4485.00,3402.00,3890.00
9157,-45.2353,-21.2329,Nepomuceno,Sede Municipal,MINAS GERAIS,4642.00,4073.00,4849.00,3925.00,4969.00,4698.00,4851.00,5235.00,6275.00,4969.00,4450.00,3496.00,3908.00
9159,-45.0641,-21.1883,Ribeirão Vermelho,Sede Municipal,MINAS GERAIS,4637.00,4144.00,4840.00,4027.00,4897.00,4686.00,4875.00,5205.00,6195.00,5025.00,4385.00,3431.00,3935.00
9159,-45.0013,-21.2485,Lavras,Sede Municipal,MINAS GERAIS,4637.00,4144.00,4840.00,4027.00,4897.00,4686.00,4875.00,5205.00,6195.00,5025.00,4385.00,3431.00,3935.00
9160,-44.9236,-21.1743,Ijaci,Sede Municipal,MINAS GERAIS,4549.00,4018.00,4772.00,3997.00,4816.00,4559.00,4762.00,5074.00,6075.00,4960.00,4332.00,3394.00,3831.00
9162,-44.7483,-21.1546,Ibituruna,Sede Municipal,MINAS GERAIS,4482.00,4070.00,4696.00,3947.00,4706.00,4482.00,4689.00,4958.00,6071.00,4874.00,4253.00,3283.00,3758.00
9163,-44.6142,-21.2173,Nazareno,Sede Municipal,MINAS GERAIS,4377.00,3958.00,4649.00,3837.00,4585.00,4356.00,4557.00,4828.00,5970.00,4830.00,4115.00,3149.00,3697.00
9170,-43.9724,-21.1911,Barroso,Sede Municipal,MINAS GERAIS,4146.00,3797.00,4776.00,3671.00,4035.00,4058.00,4451.00,4583.00,5639.00,4447.00,3823.00,2776.00,3695.00
9172,-43.7721,-21.154,Alfredo Vasconcelos,Sede Municipal,MINAS GERAIS,4003.00,3662.00,4632.00,3537.00,3904.00,3921.00,4280.00,4505.00,5455.00,4324.00,3688.00,2577.00,3553.00
9172,-43.7706,-21.2219,Barbacena,Sede Municipal,MINAS GERAIS,4003.00,3662.00,4632.00,3537.00,3904.00,3921.00,4280.00,4505.00,5455.00,4324.00,3688.00,2577.00,3553.00
9174,-43.5611,-21.2436,Santa Bárbara do Tugúrio,Sede Municipal,MINAS GERAIS,3728.00,3420.00,4359.00,3276.00,3718.00,3598.00,4054.00,4224.00,5105.00,4082.00,3313.00,2211.00,3379.00
9176,-43.334,-21.1981,Mercês,Sede Municipal,MINAS GERAIS,3892.00,3755.00,4684.00,3580.00,3842.00,3759.00,4201.00,4208.00,5022.00,4097.00,3428.00,2476.00,3655.00
9177,-43.2132,-21.162,Silveirânia,Sede Municipal,MINAS GERAIS,3891.00,3787.00,4691.00,3566.00,3828.00,3738.00,4170.00,4200.00,4990.00,4125.00,3453.00,2485.00,3659.00
9179,-43.0131,-21.1779,Tocantins,Sede Municipal,MINAS GERAIS,4085.00,4130.00,4959.00,3839.00,4051.00,3843.00,4218.00,4372.00,5091.00,4264.00,3689.00,2719.00,3845.00
9181,-42.859,-21.2039,Rodeiro,Sede Municipal,MINAS GERAIS,4317.00,4519.00,5313.00,4178.00,4248.00,4029.00,4367.00,4454.00,5149.00,4432.00,3942.00,3009.00,4168.00
9182,-42.7891,-21.1555,Guidoval,Sede Municipal,MINAS GERAIS,4257.00,4320.00,5114.00,4035.00,4203.00,4006.00,4358.00,4430.00,5135.00,4485.00,3912.00,2966.00,4118.00
9183,-42.6126,-21.2026,Miraí,Sede Municipal,MINAS GERAIS,4113.00,4163.00,4923.00,3820.00,4017.00,3916.00,4316.00,4366.00,5037.00,4324.00,3731.00,2801.00,3936.00
9187,-42.2129,-21.1549,Patrocínio do Muriaé,Sede Municipal,MINAS GERAIS,4526.00,5011.00,5715.00,4413.00,4483.00,4235.00,4474.00,4461.00,5168.00,4534.00,4058.00,3211.00,4552.00
9187,-42.2375,-21.2449,Barão de Monte Alto,Sede Municipal,MINAS GERAIS,4526.00,5011.00,5715.00,4413.00,4483.00,4235.00,4474.00,4461.00,5168.00,4534.00,4058.00,3211.00,4552.00
9310,-47.0464,-21.0763,Itamogi,Sede Municipal,MINAS GERAIS,4707.00,3835.00,4552.00,3889.00,4889.00,5042.00,5218.00,5542.00,6311.00,4757.00,4505.00,3962.00,3981.00
9314,-46.6127,-21.1314,São Pedro da União,Sede Municipal,MINAS GERAIS,4504.00,3596.00,4469.00,3646.00,4668.00,4718.00,5067.00,5374.00,6354.00,4800.00,4386.00,3444.00,3527.00
